id_pos,amount,avg_daily_savings_normalized,time_saving_coef_normalized,matched_score_normalized,active_days_coef_normalized,lat,lng,dynamic_score
564,0.0,0.009286760666,0.5544466622310933,0.0,0.2143,-46.4437505,-67.5145869,165.79439721521865
565,0.0,0.043123696678,0.7391882900864939,0.0,0.1429,-46.4326545,-67.521881,234.2687172227488
2327,200.0,0.0228190215156,0.3812375249500999,0.0,0.5,-31.5706023,-68.5362072,156.99966152093998
2329,95.0,0.0027402272435,0.5837214459968951,0.0,1.5714,-34.6801515,-58.5691873,277.96580490535405
2338,35.0,0.0321712716109,0.6469283654912397,0.3333333333333333,0.9286,24.029189,-104.6882362,483.7178648873863
2339,35.0,0.0354881240911,0.6209802616988247,0.3333333333333333,2.2143,24.0056128,-104.679991,583.9233881018433
2342,100.0,0.0080581033401,0.5544466622310933,0.0,0.1429,9.3173449,-75.2961646,168.69892240501366
562,0.0,0.0128244781218,0.5544466622310933,0.0,0.2143,-46.4427192,-67.518814,166.7195000443787
2340,315.0,0.4552775892713,0.784431137724551,0.0,2.7143,17.8331724,-95.8175094,783.3787097432952
2343,49.0,0.5452327628362,0.83166999334664,0.0,0.5714,20.7876121,-100.045335,660.2956376829181
2090,163.0,0.0044278104575,0.7391882900864939,0.0,2.8571,26.897842,-101.417245,485.4520077097238
2353,100.0,0.000336593317,0.5544466622310933,0.0,0.0714,19.6512365,-101.2329114,134.06899985326868
2350,150.0,0.0607149073971,0.5653138168108229,1.0,0.0714,-34.5940713,-58.404513,291.5396919905596
2363,50.0,0.1098958598207,0.6930583277888667,0.3333333333333333,0.2143,19.2423913,-98.9957892,353.9938505601217
2232,,0.8752228841134,0.7174539809270348,1.0,0.3571,-27.4690285,-58.8440535,964.6392718458368
2364,510.0,1.9879838793806,0.7799955644267023,0.0,1.7857,23.9759889,-104.0449671,1493.1763857556102
2368,,0.2134609298643,0.5544466622310933,0.3333333333333333,0.3571,-27.4387414,-58.9639965,502.810948376837
2378,100.0,0.0018713713379,0.5544466622310933,0.3333333333333333,0.2857,4.725768,-74.0876406,263.80566317965696
2371,100.0,0.0260409453953,0.5544466622310933,0.0,0.3571,17.0307576,-96.7323304,349.4248532818037
2377,42.5,0.2409572942135,0.6755378132623642,0.0,4.1429,17.9989991,-94.6372955,970.848753894548
2354,0.0,0.1784739790174,0.6209802616988247,0.0,0.1429,-39.0292382,-67.57022,308.50636729289494
2351,,0.2124597761942,0.5701929474384564,0.0,3.2857,-34.6569195,-58.4774407,579.7276956543814
2365,382.0,4.8282017603912,0.9044133954313598,0.3333333333333333,0.0714,32.6628032,-115.4803131,2853.0158972595955
2384,100.0,0.1937641873585,0.6877356398314483,0.0,1.2143,-31.349038,-64.2491824,386.5844395544146
2385,100.0,0.1997568818122,0.7112441783100465,0.0,1.4286,-31.4648694,-64.1624232,463.2248511395492
2386,100.0,0.0957035067859,0.4488800177422933,0.0,1.2143,-31.4506156,-64.2010386,274.39343701546363
2360,100.0,0.0294841075795,0.4031936127744511,0.0,1.0714,19.4784475,-99.0842117,275.6260832766652
2381,100.0,0.0527184707051,0.0,0.0,0.7857,22.1798143,-101.5940597,156.839466914895
2391,100.0,0.0341538549307,0.0,1.0,0.2857,17.0750295,-96.7194186,313.2557634366649
